xeh	string[32]	byte	byte	byte	byte	dword	dword	dword	float	ubyte	ubyte	ubyte	byte	float	dword	dword	xeh	dword	dword	dword	dword	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	spcode	dword	dword	END
09C0C	Тотти	2	0	1	0	22	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	101	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0A10C	Шутти	2	0	1	0	22	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0A10C	Шутти	2	0	1	0	22	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
0A10C	Шутти	2	0	1	0	22	2034	0	25	2	6	40	0	1	0	0	102	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09E0C	Гутти	2	0	1	0	22	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	103	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09E0C	Гутти	2	0	1	0	22	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	103	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
09E0C	Гутти	2	0	1	0	22	2034	0	25	2	6	9,600000381	0	0,059999999	0	0	103	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	0	
06F13	Лучник	1	0	52	0	1	2034	1	150	5	6	40	0	1	0	0	0C2	7	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07013	Разведчик	2	0	52	0	1	2034	1	150	5	6	40	0	1	0	0	0C3	15	2056	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07113	Диверсант	0	0	52	0	1	2034	0	25	5	6	40	0	1	0	0	0C4	15	2056	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07213	Колдун	1	0	52	0	1	2034	1	150	5	6	40	0	1	0	0	0C5	7	257	1	0	00049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07313	Псионик	0	0	52	0	1	2034	1	150	5	6	40	0	1	0	0	0C6	7	257	1	0	00050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07413	Коммандо	0	0	52	0	1	2034	0	25	5	6	40	0	1	0	0	0C7	4	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07513	Снайпер	0	0	52	0	1	2034	1	150	5	6	40	0	1	0	0	0C8	13	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07613	Чемпион	1	0	52	0	1	2034	0	25	5	6	40	0	1	0	0	0C9	6	258	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07713	Охотник	1	0	52	0	1	2034	1	31,25	2	6	40	0	1	0	0	0CA	7	272	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07813	Стрелок	2	0	52	0	1	2034	1	31,25	2	6	40	0	1	0	0	0CB	11	2050	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07913	Вызыватель	1	0	52	0	1	2034	1	150	4	6	40	0	1	0	0	0CC	11	4112	1	0	00051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07A13	Разрушитель	2	0	52	0	1	2034	0	25	4	6	40	0	1	0	0	0CD	3	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07B13	Миллер	0	0	52	0	1	2034	0	25	4	6	40	0	1	0	0	0CE	1	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07C13	Чародей	0	0	52	0	1	2034	0	25	4	6	40	0	1	0	0	0CF	5	4112	1	0	00051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07D13	Рыцарь	1	0	52	0	1	2034	0	25	4	6	40	0	1	0	0	0D0	2	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
07E13	Гладиатор	2	0	52	0	1	2034	0	25	4	6	40	0	1	0	0	0D1	2	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	
0531B	Робо-винтовка	-1	1	49	0	12850	2034	1	200	4	6	40	0	1	0	0	0A6	10	514	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	98	
0A20B	Алтарь	-1	1	44	0	172575	2034	1	0	0	0	16	0	1	0	0	104	-1	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A30B	Сердце	-1	1	44	0	172575	2034	0	0	0	0	15	0	1	0	0	10C	-1	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A40B	Двойная Башня	-1	1	44	0	172575	2034	0	0	0	0	18	0	1	0	0	106	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A50B	Кристальная Амфора	-1	1	44	0	172575	2034	0	0	0	0	20	0	1	0	0	107	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A60B	Шипастая Урна	-1	1	44	0	172575	2034	0	0	0	0	10	0	1	0	0	108	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A70B	Кристалл Памяти	-1	1	44	0	172575	2034	0	0	0	0	10	0	1	0	0	109	-1	2560	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0910B	Лазурная Пирамида	-1	1	44	0	172575	2034	0	0	0	0	44	0	1	0	0	0F4	-1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A90B	Рунный Столб	-1	1	44	0	172575	2034	0	0	0	0	18	0	1	0	0	10A	-1	10	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0AA0B	Маяк духа	-1	1	44	0	172575	2034	0	0	0	0	14	0	1	0	0	10B	-1	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A31B	Сердце	-1	1	44	0	172575	2034	0	0	0	0	15	0	1	0	0	10C	-1	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A32B	Сердце	-1	1	44	0	172575	2034	0	0	0	0	15	0	1	0	0	10C	-1	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A33B	Сердце	-1	1	44	0	172575	2034	0	0	0	0	15	0	1	0	0	10C	-1	257	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0670B	Надгробие	-1	1	48	0	125400	2034	0	25	0	0	80	0	2	0	0	0EA	3	520	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	96	
0671B	Надгробие	-1	1	48	0	125400	2034	0	25	0	0	80	0	2	0	0	0EA	3	520	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	96	
0A71B	Кристалл Памяти	-1	1	44	0	172575	2034	0	25	0	0	10	0	1	0	0	109	-1	2560	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A72B	Кристалл Памяти	-1	1	44	0	172575	2034	0	25	0	0	10	0	1	0	0	109	-1	2560	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
0A73B	Кристалл Памяти	-1	1	44	0	172575	2034	0	25	0	0	10	0	1	0	0	109	-1	2560	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	88	
09417	Зеркальный Баал	-1	2	53	0	1353	2034	0	25	2	6	80	0	2	0	1	0F7	2	520	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	742	
0AB07	Каменолицый 	-1	2	61	0	948900	4000	0	85	5	8	76,5	0	1,700000048	0	1	10E	21	514	0	3	00071	00072	00073	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	854	
0AC07	Ослепитель	-1	2	63	0	978900	4000	0	25	4	6	60	0	1,5	0	1	10F	15	1028	0	3	00074	00075	00076	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	882	
0AD07	Королева Синдера	-1	2	65	0	1008900	4000	1	150	4	6	80	0	2	0	1	110	7	5	0	1	00077	00078	00079	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	910	
0AE07	Спайфус	-1	2	60	0	469200	2034	1	75	5	8	0	0	1,5	0	1	111	21	2056	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	840	
0AF07	Акулоящер Таравен	-1	2	62	0	968700	4000	0	75	5	8	60	0	1,5	0	1	112	21	3	0	3	00047	00080	00081	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	868	
0B007	Дагну	-1	2	67	0	2078400	2034	0	175	5	8	140	0	3,5	0	1	113	1	768	1	0	00082	00083	00084	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	938	
0B107	Даган	-1	2	66	0	2058600	2034	0	90	5	8	54	0	1,799999952	0	1	114	21	257	1	0	00085	00086	00087	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	924	
0B207	Дагон	-1	2	65	0	2017800	2034	0	80	5	8	40	0	1,600000024	0	1	115	14	513	1	0	00088	00089	00090	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	910	
0B30B	Калиана Лучница	-1	1	49	0	12850	2034	1	150	4	6	40	0	1	0	0	116	7	257	1	1	00091	00092	00093	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	98	
07503	Ренегат Диверсант 	-1	3	56	0	29260	1500	1	150	4	6	40	0	1	0	0	0C8	13	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	224	
08C1B	Ренегат Волшебник	-1	1	56	0	14630	1500	0	25	4	6	40	0	1	0	0	0DF	5	2056	1	3	00054	00055	00056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	112	
07F13	Ренегат Наемник 	-1	3	56	0	29260	1500	1	150	4	6	40	0	1	0	0	0D2	7	4112	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	224	
0892B	Ренегат Чернокнижник	-1	1	56	0	14630	1500	1	150	4	6	40	0	1	0	0	0DC	7	4112	1	3	00094	00095	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	112	
08013	Ренегат Дементер 	-1	3	56	0	29260	1500	1	150	4	6	40	0	1	0	0	0D3	15	4112	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	224	
08B13	Ренегат Защитник 	-1	4	57	0	59240	1500	0	25	4	6	40	0	1	0	0	0DE	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	285	
08513	Ренегат Наблюдатель 	-1	3	57	0	29620	1500	1	150	4	6	40	0	1	0	0	0D8	17	2056	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	228	
08C3B	Ренегат Медиум	-1	1	57	0	14810	1500	0	25	4	6	40	0	1	0	0	0DF	5	2056	1	3	00096	00055	00056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	114	
08D13	Ренегат Рыцарь Смерти 	-1	4	57	0	59240	1500	0	25	4	6	40	0	1	0	0	0E0	7	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	285	
08713	Ренегат Отступник 	-1	3	57	0	29620	1500	1	150	4	6	40	0	1	0	0	0DA	13	257	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	228	
0891B	Ренегат Пастырь	-1	1	57	0	14810	1500	1	150	4	6	40	0	1	0	0	0DC	7	4112	1	3	00097	00098	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	114	
08E13	Ренегат Ландскнехт 	-1	4	57	0	59240	1500	0	25	4	6	40	0	1	0	0	0E1	2	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	285	
08023	Ренегат Фантом 	-1	3	57	0	29620	1500	1	150	4	6	40	0	1	0	0	0D3	15	4112	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	228	
08413	Ренегат Берсерк 	-1	4	58	0	60540	1200	0	25	4	6	40	0	1	0	0	0D7	3	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	290	
08113	Ренегат Шпион 	-1	3	58	0	30270	1200	0	25	4	6	40	0	1	0	0	0D4	7	257	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	232	
08D23	Ренегат Хранитель 	-1	4	58	0	60540	1200	0	25	4	6	40	0	1	0	0	0E0	7	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	290	
08723	Ренегат Ассасин 	-1	3	58	0	30270	1200	1	150	4	6	40	0	1	0	0	0DA	13	257	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	232	
08A23	Ренегат Штурмовик 	-1	4	58	0	60540	1200	0	25	4	6	40	0	1	0	0	0DD	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	290	
08813	Ренегат Ракетчик 	-1	3	58	0	30270	1200	1	150	4	6	40	0	1	0	0	0DB	11	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	232	
08423	Ренегат Берсерк 	-1	4	59	0	61240	1500	0	25	4	6	40	0	1	0	0	0D7	3	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	295	
0831B	Ренегат Чудотворец	-1	1	59	0	15310	1500	1	150	4	6	40	0	1	0	0	0D6	7	257	1	3	00099	00055	00056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	118	
08613	Ренегат Храмовник 	-1	4	59	0	61240	1500	0	25	4	6	40	0	1	0	0	0D9	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	295	
0821B	Ренегат Темный Жрец	-1	1	59	0	15310	1500	0	25	4	6	40	0	1	0	0	0D5	21	257	1	3	00100	00101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	118	
08A33	Ренегат Каратель 	-1	4	59	0	61240	1500	0	25	4	6	40	0	1	0	0	0DD	1	514	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	295	
04F1B	Робо-мечник	-1	1	58	0	15135	2034	0	40	4	6	40	0	1	0	0	0A2	1	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	116	
0501B	Робо-пулеметчик	-1	1	58	0	15135	1200	1	200	4	6	40	0	1	0	0	0A3	10	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	116	
0511B	Патрульный Робот Гамма	-1	1	58	0	15135	1200	1	65,625	2	6	60	0	1,5	0	0	0A4	9	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	116	
05213	Робо-убийца	-1	3	59	0	30620	2034	0	40	4	6	40	0	1	0	0	0A5	1	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	236	
0541B	Патрульный Робот Дельта	-1	1	59	0	15310	2034	1	56,25	2	6	60	0	1,5	0	0	0A7	9	514	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	118	
0B503	Арахнид	-1	0	59	0	3062	2034	0	37,5	2	4	40	0	1	0	0	117	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	59	
0B603	Чешуйчатый Арахнид	-1	3	59	0	30620	2034	0	37,5	2	4	40	0	1	0	0	118	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	236	
0B70B	Чешуйчатый Арахнид	-1	1	59	0	15310	2034	0	37,5	2	4	40	0	1	0	0	119	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	118	
0B803	Взрослый Болотный Арахнид	-1	4	59	0	61240	1500	0	37,5	2	4	40	0	1	0	0	11A	21	520	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	295	
06603	Сияющий Двулик	-1	4	59	0	61240	2034	1	150	4	6	80	0	2	0	0	0E9	11	520	1	0	00102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	295	
06A0B	Каменный Воин	-1	1	62	0	80725	2034	0	25	4	6	40	0	1	0	0	0ED	6	514	1	2	00103	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	124	
0B403	Разрушитель 	-1	3	61	0	31630	3000	1	150	4	6	52	0	1,299999952	0	0	11B	9	514	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	244	
05817	Королева Калиана	-1	2	64	0	999000	2034	0	40	5	8	40	0	1	0	1	0AB	21	257	0	1	00104	00105	00106	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	896	
001A0	Вертобот	-1	0	18	0	953	2034	0	25	4	6	40	0	1	0	0	080	13	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	18	
006A0	Армированный Вертобот	-1	0	19	0	1054	2034	0	25	4	6	40	0	1	0	0	083	9	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	19	
000A0	Детеныш Флем	-1	0	22	0	1211	2034	0	25	2	4	40	0	1	0	0	000	21	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	22	
006A3	Бронированный Вертобот	-1	2	22	0	181650	2034	0	50	4	6	80	0	2	0	1	083	9	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	308	
011B0	Шипоголов Берсерк	-1	0	23	0	1260	2034	0	31,25	3	6	40	0	1	0	0	022	4	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	23	
002A0	Флем	-1	0	23	0	1260	2034	0	25	2	4	40	0	1	0	0	009	21	1	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	23	
01EA0	Шипоголов Стрелок	-1	0	24	0	1310	2034	1	120	3	6	40	0	1	0	0	03D	17	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	24	
004A0	Флем Страж	-1	0	24	0	1310	2034	0	25	2	4	40	0	1	0	0	081	21	768	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	24	
032A0	Шипоголов Лучник	-1	0	25	0	1351	2034	1	120	3	6	40	0	1	0	0	065	7	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	25	
004A3	Флем Вожак	-1	2	25	0	202650	2034	0	50	2	4	80	0	2	0	1	081	21	768	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	350	
0020C	Страж Короля Флемов	-1	0	25	0	2027	2034	0	30	2	4	48	0	1,200000048	0	0	009	21	1	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	0	
018A0	Скорпион	-1	0	27	0	1456	2034	0	37,5	2	4	30	0	1	0	0	036	21	8	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	27	
024A0	Скарабей	-1	0	27	0	1456	2034	0	15	2	4	16	0	0,400000006	0	0	039	21	8	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	27	
002A3	Король Флемов	-1	2	27	0	218400	2034	0	50	2	4	80	0	2	0	1	009	21	1	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	378	
01FA0	Скорпион	-1	0	28	0	1502	2034	0	37,5	2	4	40	0	1	0	0	04B	21	8	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	28	
028A0	Скарабей Секач	-1	0	28	0	1502	2034	0	31,875	2	4	34	0	0,850000024	0	0	051	21	8	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	28	
03CA0	Древний Скарабей	-1	0	29	0	1550	2034	0	43,75	2	4	40	0	1	0	0	06C	21	8	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	29	
02EA0	Смертоносный Скорпион	-1	0	30	0	1290	2034	0	37,1875	2	4	34	0	0,850000024	0	0	060	21	8	1	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	30	
0280C	Свирепый Скарабей Страж	-1	0	30	0	2418	2034	0	37,5	2	4	40	0	1	0	0	051	21	8	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	0	
05DA3	Скарабей Матриарх	-1	2	31	0	248100	2034	0	25	3	6	60	0	1,5	0	1	0B0	21	2056	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	434	
05AA0	Огненная Жаба	-1	0	33	0	1762	2034	0	25	3	6	40	0	1	0	0	0AD	21	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	33	
028A3	Свирепый Скарабей Секач	-1	2	33	0	264300	2034	0	75	2	4	80	0	2	0	1	051	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	462	
05AA0	Огненная Жаба	-1	0	33	0	1762	2034	0	25	3	6	40	0	1	0	0	0AD	21	257	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	33	
00AA0	Молодой Саблезуб	-1	0	33	0	1762	2034	0	31,25	2	6	40	0	1	0	0	085	21	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	33	
016A0	Аргол	-1	0	33	0	1762	2034	0	37,5	3	5	40	0	1	0	0	030	21	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	33	
02EA3	Скорпион Матриарх	-1	2	33	0	264300	2034	0	65,625	2	4	60	0	1,5	0	1	060	21	8	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	462	
05BA0	Магматический Дроид	-1	0	34	0	1815	2034	0	25	5	6	20	0	0,5	0	0	0AE	15	2056	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	34	
010A0	Саблезуб	-1	0	34	0	1815	2034	0	31,25	3	4	40	0	1	0	0	021	3	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	34	
01AA0	Аргулин	-1	0	34	0	1815	2034	0	37,5	3	4	40	0	1	0	0	048	21	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	34	
05DA0	Огненный Скарабей	-1	0	35	0	1866	2034	0	25	3	6	20	0	0,5	0	0	0B0	21	2056	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	35	
041B0	Богомол	-1	0	35	0	1866	2034	0	43,75	3	5	40	0	1	0	0	075	21	8	1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	35	
010AC	Саблезуб Страж	-1	0	35	0	2799	2034	0	37,5	3	6	48	0	1,200000048	0	0	021	3	1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	
01DA0	Дроид	-1	0	37	0	1951	2034	1	120	2	6	40	0	1	0	0	08A	15	768	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	37	
017A0	Змееголов Метатель	-1	0	37	0	1951	2034	0	37,5	3	5	40	0	1	0	0	031	23	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	37	
023A0	Ящер	-1	0	37	0	1951	2034	0	37,5	2	4	40	0	1	0	0	045	21	2049	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	37	
05AA3	Кровавая Жаба	-1	2	37	0	292650	2034	0	25	3	6	80	0	2	0	1	0AD	21	257	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	518	
00AA3	Самка Саблезуба	-1	2	37	0	292650	2034	0	62,5	2	6	80	0	2	0	1	085	21	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	518	
021A0	Культист Боец	-1	0	37	0	1951	2034	0	43,75	2	4	40	0	1	0	0	05D	21	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	37	
022A0	Змееголов Воин	-1	0	38	0	2011	2034	0	37,5	3	5	40	0	1	0	0	046	2	513	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	38	
