string[64]	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	string[8]	dword	dword	END
bxbfc53	igbfb53	1	1600	isbfb53	1	1600	ilbfb53	1	1400	ihbfb53	1	1400	iubfb53	1	1000	isbfz54	1	150	ihbfq54	1	120	igbfq54	1	120	igbfy54	1	120	igbfz54	1	120	isbfq54	1	120	isbfy54	1	120	ihbfy54	1	90	ihbfz54	1	90	iubfq54	1	90	ilbfq54	1	90	ilbfy54	1	90	ilbfz54	1	90	isbfv54	1	90	iubft54	1	60	iubfy54	1	60	iubfz54	1	60	ilbft54	1	60	ilbfx54	1	60	igbft54	1	60	igbfv54	1	60	igbfx54	1	60	isbfr54	1	60	isbft54	1	60	isbfx54	1	60	ihbft54	1	60	ihbfv54	1	60	ihbfx54	1	60	ihbfr54	1	30	ihbfs54	1	30	ihbfu54	1	30	ihbfw54	1	30	iubfr54	1	30	iubfs54	1	30	iubfu54	1	30	iubfv54	1	30	iubfw54	1	30	iubfx54	1	30	ilbfr54	1	30	ilbfs54	1	30	ilbfu54	1	30	ilbfv54	1	30	ilbfw54	1	30	igbfr54	1	30	igbfs54	1	30	igbfu54	1	30	igbfw54	1	30	isbfs54	1	30	isbfu54	1	30	isbfw54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcwc53	igcwb53	1	1600	iscwb53	1	1600	ilcwb53	1	1400	ihcwb53	1	1400	iucwb53	1	1000	iscwz54	1	150	ihcwq54	1	120	igcwq54	1	120	igcwy54	1	120	igcwz54	1	120	iscwq54	1	120	iscwy54	1	120	ihcwy54	1	90	ihcwz54	1	90	iucwq54	1	90	ilcwq54	1	90	ilcwy54	1	90	ilcwz54	1	90	iscwv54	1	90	iucwt54	1	60	iucwy54	1	60	iucwz54	1	60	ilcwt54	1	60	ilcwx54	1	60	igcwt54	1	60	igcwv54	1	60	igcwx54	1	60	iscwr54	1	60	iscwt54	1	60	iscwx54	1	60	ihcwt54	1	60	ihcwv54	1	60	ihcwx54	1	60	ihcwr54	1	30	ihcws54	1	30	ihcwu54	1	30	ihcww54	1	30	iucwr54	1	30	iucws54	1	30	iucwu54	1	30	iucwv54	1	30	iucww54	1	30	iucwx54	1	30	ilcwr54	1	30	ilcws54	1	30	ilcwu54	1	30	ilcwv54	1	30	ilcww54	1	30	igcwr54	1	30	igcws54	1	30	igcwu54	1	30	igcww54	1	30	iscws54	1	30	iscwu54	1	30	iscww54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcrc53	igcrb53	1	1600	iscrb53	1	1600	ilcrb53	1	1400	ihcrb53	1	1400	iucrb53	1	1000	iscrz54	1	150	ihcrq54	1	120	igcrq54	1	120	igcry54	1	120	igcrz54	1	120	iscrq54	1	120	iscry54	1	120	ihcry54	1	90	ihcrz54	1	90	iucrq54	1	90	ilcrq54	1	90	ilcry54	1	90	ilcrz54	1	90	iscrv54	1	90	iucrt54	1	60	iucry54	1	60	iucrz54	1	60	ilcrt54	1	60	ilcrx54	1	60	igcrt54	1	60	igcrv54	1	60	igcrx54	1	60	iscrr54	1	60	iscrt54	1	60	iscrx54	1	60	ihcrt54	1	60	ihcrv54	1	60	ihcrx54	1	60	ihcrr54	1	30	ihcrs54	1	30	ihcru54	1	30	ihcrw54	1	30	iucrr54	1	30	iucrs54	1	30	iucru54	1	30	iucrv54	1	30	iucrw54	1	30	iucrx54	1	30	ilcrr54	1	30	ilcrs54	1	30	ilcru54	1	30	ilcrv54	1	30	ilcrw54	1	30	igcrr54	1	30	igcrs54	1	30	igcru54	1	30	igcrw54	1	30	iscrs54	1	30	iscru54	1	30	iscrw54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcfc53	igcfb53	1	1600	iscfb53	1	1600	ilcfb53	1	1400	ihcfb53	1	1400	iucfb53	1	1000	iscfz54	1	150	ihcfq54	1	120	igcfq54	1	120	igcfy54	1	120	igcfz54	1	120	iscfq54	1	120	iscfy54	1	120	ihcfy54	1	90	ihcfz54	1	90	iucfq54	1	90	ilcfq54	1	90	ilcfy54	1	90	ilcfz54	1	90	iscfv54	1	90	iucft54	1	60	iucfy54	1	60	iucfz54	1	60	ilcft54	1	60	ilcfx54	1	60	igcft54	1	60	igcfv54	1	60	igcfx54	1	60	iscfr54	1	60	iscft54	1	60	iscfx54	1	60	ihcft54	1	60	ihcfv54	1	60	ihcfx54	1	60	ihcfr54	1	30	ihcfs54	1	30	ihcfu54	1	30	ihcfw54	1	30	iucfr54	1	30	iucfs54	1	30	iucfu54	1	30	iucfv54	1	30	iucfw54	1	30	iucfx54	1	30	ilcfr54	1	30	ilcfs54	1	30	ilcfu54	1	30	ilcfv54	1	30	ilcfw54	1	30	igcfr54	1	30	igcfs54	1	30	igcfu54	1	30	igcfw54	1	30	iscfs54	1	30	iscfu54	1	30	iscfw54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxawc53	igawb53	1	1600	isawb53	1	1600	ilawb53	1	1400	ihawb53	1	1400	iuawb53	1	1000	isawz54	1	150	ihawq54	1	120	igawq54	1	120	igawy54	1	120	igawz54	1	120	isawq54	1	120	isawy54	1	120	ihawy54	1	90	ihawz54	1	90	iuawq54	1	90	ilawq54	1	90	ilawy54	1	90	ilawz54	1	90	isawv54	1	90	iuawt54	1	60	iuawy54	1	60	iuawz54	1	60	ilawt54	1	60	ilawx54	1	60	igawt54	1	60	igawv54	1	60	igawx54	1	60	isawr54	1	60	isawt54	1	60	isawx54	1	60	ihawt54	1	60	ihawv54	1	60	ihawx54	1	60	ihawr54	1	30	ihaws54	1	30	ihawu54	1	30	ihaww54	1	30	iuawr54	1	30	iuaws54	1	30	iuawu54	1	30	iuawv54	1	30	iuaww54	1	30	iuawx54	1	30	ilawr54	1	30	ilaws54	1	30	ilawu54	1	30	ilawv54	1	30	ilaww54	1	30	igawr54	1	30	igaws54	1	30	igawu54	1	30	igaww54	1	30	isaws54	1	30	isawu54	1	30	isaww54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxarc53	igarb53	1	1600	isarb53	1	1600	ilarb53	1	1400	iharb53	1	1400	iuarb53	1	1000	isarz54	1	150	iharq54	1	120	igarq54	1	120	igary54	1	120	igarz54	1	120	isarq54	1	120	isary54	1	120	ihary54	1	90	iharz54	1	90	iuarq54	1	90	ilarq54	1	90	ilary54	1	90	ilarz54	1	90	isarv54	1	90	iuart54	1	60	iuary54	1	60	iuarz54	1	60	ilart54	1	60	ilarx54	1	60	igart54	1	60	igarv54	1	60	igarx54	1	60	isarr54	1	60	isart54	1	60	isarx54	1	60	ihart54	1	60	iharv54	1	60	iharx54	1	60	iharr54	1	30	ihars54	1	30	iharu54	1	30	iharw54	1	30	iuarr54	1	30	iuars54	1	30	iuaru54	1	30	iuarv54	1	30	iuarw54	1	30	iuarx54	1	30	ilarr54	1	30	ilars54	1	30	ilaru54	1	30	ilarv54	1	30	ilarw54	1	30	igarr54	1	30	igars54	1	30	igaru54	1	30	igarw54	1	30	isars54	1	30	isaru54	1	30	isarw54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxafc53	igafb53	1	1600	isafb53	1	1600	ilafb53	1	1400	ihafb53	1	1400	iuafb53	1	1000	isafz54	1	150	ihafq54	1	120	igafq54	1	120	igafy54	1	120	igafz54	1	120	isafq54	1	120	isafy54	1	120	ihafy54	1	90	ihafz54	1	90	iuafq54	1	90	ilafq54	1	90	ilafy54	1	90	ilafz54	1	90	isafv54	1	90	iuaft54	1	60	iuafy54	1	60	iuafz54	1	60	ilaft54	1	60	ilafx54	1	60	igaft54	1	60	igafv54	1	60	igafx54	1	60	isafr54	1	60	isaft54	1	60	isafx54	1	60	ihaft54	1	60	ihafv54	1	60	ihafx54	1	60	ihafr54	1	30	ihafs54	1	30	ihafu54	1	30	ihafw54	1	30	iuafr54	1	30	iuafs54	1	30	iuafu54	1	30	iuafv54	1	30	iuafw54	1	30	iuafx54	1	30	ilafr54	1	30	ilafs54	1	30	ilafu54	1	30	ilafv54	1	30	ilafw54	1	30	igafr54	1	30	igafs54	1	30	igafu54	1	30	igafw54	1	30	isafs54	1	30	isafu54	1	30	isafw54	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxbwc55	igbwb55	1	1600	isbwb55	1	1600	ilbwb55	1	1400	ihbwb55	1	1400	iubwb55	1	1000	isbwz56	1	150	ihbwq56	1	120	igbwq56	1	120	igbwy56	1	120	igbwz56	1	120	isbwq56	1	120	isbwy56	1	120	ihbwy56	1	90	ihbwz56	1	90	iubwq56	1	90	ilbwq56	1	90	ilbwy56	1	90	ilbwz56	1	90	isbwv56	1	90	iubwt56	1	60	iubwy56	1	60	iubwz56	1	60	ilbwt56	1	60	ilbwx56	1	60	igbwt56	1	60	igbwv56	1	60	igbwx56	1	60	isbwr56	1	60	isbwt56	1	60	isbwx56	1	60	ihbwt56	1	60	ihbwv56	1	60	ihbwx56	1	60	ihbwr56	1	30	ihbws56	1	30	ihbwu56	1	30	ihbww56	1	30	iubwr56	1	30	iubws56	1	30	iubwu56	1	30	iubwv56	1	30	iubww56	1	30	iubwx56	1	30	ilbwr56	1	30	ilbws56	1	30	ilbwu56	1	30	ilbwv56	1	30	ilbww56	1	30	igbwr56	1	30	igbws56	1	30	igbwu56	1	30	igbww56	1	30	isbws56	1	30	isbwu56	1	30	isbww56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxbrc55	igbrb55	1	1600	isbrb55	1	1600	ilbrb55	1	1400	ihbrb55	1	1400	iubrb55	1	1000	isbrz56	1	150	ihbrq56	1	120	igbrq56	1	120	igbry56	1	120	igbrz56	1	120	isbrq56	1	120	isbry56	1	120	ihbry56	1	90	ihbrz56	1	90	iubrq56	1	90	ilbrq56	1	90	ilbry56	1	90	ilbrz56	1	90	isbrv56	1	90	iubrt56	1	60	iubry56	1	60	iubrz56	1	60	ilbrt56	1	60	ilbrx56	1	60	igbrt56	1	60	igbrv56	1	60	igbrx56	1	60	isbrr56	1	60	isbrt56	1	60	isbrx56	1	60	ihbrt56	1	60	ihbrv56	1	60	ihbrx56	1	60	ihbrr56	1	30	ihbrs56	1	30	ihbru56	1	30	ihbrw56	1	30	iubrr56	1	30	iubrs56	1	30	iubru56	1	30	iubrv56	1	30	iubrw56	1	30	iubrx56	1	30	ilbrr56	1	30	ilbrs56	1	30	ilbru56	1	30	ilbrv56	1	30	ilbrw56	1	30	igbrr56	1	30	igbrs56	1	30	igbru56	1	30	igbrw56	1	30	isbrs56	1	30	isbru56	1	30	isbrw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxbfc55	igbfb55	1	1600	isbfb55	1	1600	ilbfb55	1	1400	ihbfb55	1	1400	iubfb55	1	1000	isbfz56	1	150	ihbfq56	1	120	igbfq56	1	120	igbfy56	1	120	igbfz56	1	120	isbfq56	1	120	isbfy56	1	120	ihbfy56	1	90	ihbfz56	1	90	iubfq56	1	90	ilbfq56	1	90	ilbfy56	1	90	ilbfz56	1	90	isbfv56	1	90	iubft56	1	60	iubfy56	1	60	iubfz56	1	60	ilbft56	1	60	ilbfx56	1	60	igbft56	1	60	igbfv56	1	60	igbfx56	1	60	isbfr56	1	60	isbft56	1	60	isbfx56	1	60	ihbft56	1	60	ihbfv56	1	60	ihbfx56	1	60	ihbfr56	1	30	ihbfs56	1	30	ihbfu56	1	30	ihbfw56	1	30	iubfr56	1	30	iubfs56	1	30	iubfu56	1	30	iubfv56	1	30	iubfw56	1	30	iubfx56	1	30	ilbfr56	1	30	ilbfs56	1	30	ilbfu56	1	30	ilbfv56	1	30	ilbfw56	1	30	igbfr56	1	30	igbfs56	1	30	igbfu56	1	30	igbfw56	1	30	isbfs56	1	30	isbfu56	1	30	isbfw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcwc55	igcwb55	1	1600	iscwb55	1	1600	ilcwb55	1	1400	ihcwb55	1	1400	iucwb55	1	1000	iscwz56	1	150	ihcwq56	1	120	igcwq56	1	120	igcwy56	1	120	igcwz56	1	120	iscwq56	1	120	iscwy56	1	120	ihcwy56	1	90	ihcwz56	1	90	iucwq56	1	90	ilcwq56	1	90	ilcwy56	1	90	ilcwz56	1	90	iscwv56	1	90	iucwt56	1	60	iucwy56	1	60	iucwz56	1	60	ilcwt56	1	60	ilcwx56	1	60	igcwt56	1	60	igcwv56	1	60	igcwx56	1	60	iscwr56	1	60	iscwt56	1	60	iscwx56	1	60	ihcwt56	1	60	ihcwv56	1	60	ihcwx56	1	60	ihcwr56	1	30	ihcws56	1	30	ihcwu56	1	30	ihcww56	1	30	iucwr56	1	30	iucws56	1	30	iucwu56	1	30	iucwv56	1	30	iucww56	1	30	iucwx56	1	30	ilcwr56	1	30	ilcws56	1	30	ilcwu56	1	30	ilcwv56	1	30	ilcww56	1	30	igcwr56	1	30	igcws56	1	30	igcwu56	1	30	igcww56	1	30	iscws56	1	30	iscwu56	1	30	iscww56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcrc55	igcrb55	1	1600	iscrb55	1	1600	ilcrb55	1	1400	ihcrb55	1	1400	iucrb55	1	1000	iscrz56	1	150	ihcrq56	1	120	igcrq56	1	120	igcry56	1	120	igcrz56	1	120	iscrq56	1	120	iscry56	1	120	ihcry56	1	90	ihcrz56	1	90	iucrq56	1	90	ilcrq56	1	90	ilcry56	1	90	ilcrz56	1	90	iscrv56	1	90	iucrt56	1	60	iucry56	1	60	iucrz56	1	60	ilcrt56	1	60	ilcrx56	1	60	igcrt56	1	60	igcrv56	1	60	igcrx56	1	60	iscrr56	1	60	iscrt56	1	60	iscrx56	1	60	ihcrt56	1	60	ihcrv56	1	60	ihcrx56	1	60	ihcrr56	1	30	ihcrs56	1	30	ihcru56	1	30	ihcrw56	1	30	iucrr56	1	30	iucrs56	1	30	iucru56	1	30	iucrv56	1	30	iucrw56	1	30	iucrx56	1	30	ilcrr56	1	30	ilcrs56	1	30	ilcru56	1	30	ilcrv56	1	30	ilcrw56	1	30	igcrr56	1	30	igcrs56	1	30	igcru56	1	30	igcrw56	1	30	iscrs56	1	30	iscru56	1	30	iscrw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcfc55	igcfb55	1	1600	iscfb55	1	1600	ilcfb55	1	1400	ihcfb55	1	1400	iucfb55	1	1000	iscfz56	1	150	ihcfq56	1	120	igcfq56	1	120	igcfy56	1	120	igcfz56	1	120	iscfq56	1	120	iscfy56	1	120	ihcfy56	1	90	ihcfz56	1	90	iucfq56	1	90	ilcfq56	1	90	ilcfy56	1	90	ilcfz56	1	90	iscfv56	1	90	iucft56	1	60	iucfy56	1	60	iucfz56	1	60	ilcft56	1	60	ilcfx56	1	60	igcft56	1	60	igcfv56	1	60	igcfx56	1	60	iscfr56	1	60	iscft56	1	60	iscfx56	1	60	ihcft56	1	60	ihcfv56	1	60	ihcfx56	1	60	ihcfr56	1	30	ihcfs56	1	30	ihcfu56	1	30	ihcfw56	1	30	iucfr56	1	30	iucfs56	1	30	iucfu56	1	30	iucfv56	1	30	iucfw56	1	30	iucfx56	1	30	ilcfr56	1	30	ilcfs56	1	30	ilcfu56	1	30	ilcfv56	1	30	ilcfw56	1	30	igcfr56	1	30	igcfs56	1	30	igcfu56	1	30	igcfw56	1	30	iscfs56	1	30	iscfu56	1	30	iscfw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxawc55	igawb55	1	1600	isawb55	1	1600	ilawb55	1	1400	ihawb55	1	1400	iuawb55	1	1000	isawz56	1	150	ihawq56	1	120	igawq56	1	120	igawy56	1	120	igawz56	1	120	isawq56	1	120	isawy56	1	120	ihawy56	1	90	ihawz56	1	90	iuawq56	1	90	ilawq56	1	90	ilawy56	1	90	ilawz56	1	90	isawv56	1	90	iuawt56	1	60	iuawy56	1	60	iuawz56	1	60	ilawt56	1	60	ilawx56	1	60	igawt56	1	60	igawv56	1	60	igawx56	1	60	isawr56	1	60	isawt56	1	60	isawx56	1	60	ihawt56	1	60	ihawv56	1	60	ihawx56	1	60	ihawr56	1	30	ihaws56	1	30	ihawu56	1	30	ihaww56	1	30	iuawr56	1	30	iuaws56	1	30	iuawu56	1	30	iuawv56	1	30	iuaww56	1	30	iuawx56	1	30	ilawr56	1	30	ilaws56	1	30	ilawu56	1	30	ilawv56	1	30	ilaww56	1	30	igawr56	1	30	igaws56	1	30	igawu56	1	30	igaww56	1	30	isaws56	1	30	isawu56	1	30	isaww56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxarc55	igarb55	1	1600	isarb55	1	1600	ilarb55	1	1400	iharb55	1	1400	iuarb55	1	1000	isarz56	1	150	iharq56	1	120	igarq56	1	120	igary56	1	120	igarz56	1	120	isarq56	1	120	isary56	1	120	ihary56	1	90	iharz56	1	90	iuarq56	1	90	ilarq56	1	90	ilary56	1	90	ilarz56	1	90	isarv56	1	90	iuart56	1	60	iuary56	1	60	iuarz56	1	60	ilart56	1	60	ilarx56	1	60	igart56	1	60	igarv56	1	60	igarx56	1	60	isarr56	1	60	isart56	1	60	isarx56	1	60	ihart56	1	60	iharv56	1	60	iharx56	1	60	iharr56	1	30	ihars56	1	30	iharu56	1	30	iharw56	1	30	iuarr56	1	30	iuars56	1	30	iuaru56	1	30	iuarv56	1	30	iuarw56	1	30	iuarx56	1	30	ilarr56	1	30	ilars56	1	30	ilaru56	1	30	ilarv56	1	30	ilarw56	1	30	igarr56	1	30	igars56	1	30	igaru56	1	30	igarw56	1	30	isars56	1	30	isaru56	1	30	isarw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxafc55	igafb55	1	1600	isafb55	1	1600	ilafb55	1	1400	ihafb55	1	1400	iuafb55	1	1000	isafz56	1	150	ihafq56	1	120	igafq56	1	120	igafy56	1	120	igafz56	1	120	isafq56	1	120	isafy56	1	120	ihafy56	1	90	ihafz56	1	90	iuafq56	1	90	ilafq56	1	90	ilafy56	1	90	ilafz56	1	90	isafv56	1	90	iuaft56	1	60	iuafy56	1	60	iuafz56	1	60	ilaft56	1	60	ilafx56	1	60	igaft56	1	60	igafv56	1	60	igafx56	1	60	isafr56	1	60	isaft56	1	60	isafx56	1	60	ihaft56	1	60	ihafv56	1	60	ihafx56	1	60	ihafr56	1	30	ihafs56	1	30	ihafu56	1	30	ihafw56	1	30	iuafr56	1	30	iuafs56	1	30	iuafu56	1	30	iuafv56	1	30	iuafw56	1	30	iuafx56	1	30	ilafr56	1	30	ilafs56	1	30	ilafu56	1	30	ilafv56	1	30	ilafw56	1	30	igafr56	1	30	igafs56	1	30	igafu56	1	30	igafw56	1	30	isafs56	1	30	isafu56	1	30	isafw56	1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxrel01	iprun02	1	2060	iprun06	3	2060	iprun07	3	2060	iprun08	1	2020	iprun09	4	1300	iymas04	10	484	iyrel03	1	1	iabka01	1	1	iabka02	1	1	iabka03	1	1	iacka01	1	1	iacka02	1	1	iaaka01	1	1	iaaka02	1	1	iibka01	1	1	iibka02	1	1	iicka01	1	1	iicka02	1	1	iicka03	1	1	iiaka01	1	1	iiaka02	1	1	iwswd45	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxbab50	ihbwb50	1	676	ihbrb50	1	666	ihbfb50	1	666	iubwb50	1	666	iubrb50	1	666	iubfb50	1	666	ilbwb50	1	666	ilbrb50	1	666	ilbfb50	1	666	igbwb50	1	666	igbrb50	1	666	igbfb50	1	666	isbwb50	1	666	isbrb50	1	666	isbfb50	1	666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxcab50	ihcwb50	1	676	ihcrb50	1	666	ihcfb50	1	666	iucwb50	1	666	iucrb50	1	666	iucfb50	1	666	ilcwb50	1	666	ilcrb50	1	666	ilcfb50	1	666	igcwb50	1	666	igcrb50	1	666	igcfb50	1	666	iscwb50	1	666	iscrb50	1	666	iscfb50	1	666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxaab50	ihawb50	1	676	iharb50	1	666	ihafb50	1	666	iuawb50	1	666	iuarb50	1	666	iuafb50	1	666	ilawb50	1	666	ilarb50	1	666	ilafb50	1	666	igawb50	1	666	igarb50	1	666	igafb50	1	666	isawb50	1	666	isarb50	1	666	isafb50	1	666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxspr50	iycsc51	1	1200	iycsc52	1	1100	iycsc57	1	1100	iycsc58	1	900	iycsc62	1	900	iycsc53	1	900	iycsc54	1	700	iycsc59	1	500	iycsc55	1	500	iycsc60	1	400	iycsc56	1	400	iycsc61	1	300	iycsc63	1	250	iycsc64	1	200	iycsc66	1	200	iycsc67	1	170	iycsc65	1	150	iycsc68	1	100	iycsc69	1	15	iycsc70	1	10	iycsc71	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
bxspr53	iycsc72	1	1200	iycsc73	1	1100	iycsc78	1	1100	iycsc79	1	900	iycsc83	1	900	iycsc74	1	900	iycsc75	1	700	iycsc80	1	500	iycsc76	1	500	iycsc81	1	400	iycsc77	1	400	iycsc82	1	300	iycsc84	1	250	iycsc85	1	200	iycsc87	1	200	iycsc88	1	170	iycsc86	1	150	iycsc89	1	100	iycsc90	1	15	iycsc91	1	10	iycsc92	1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	
